nome,endereco,cidade,telefone,lat,lng
CAPOTINHA GRILL,3 A PLANALTO QD 5 LOTE 22,FORMOSO DO ARAGUAIA,063-99102-4754,-10.804825,-48.518852
PEST TOCA DO PEIXE,04 SN,FORMOSO DO ARAGUAIA,063-98413-5575,-10.807544,-48.52425
COME COME LANCHES,JOSE BONIFACIO ESQ COM AV VITORIA LEITE,FORMOSO DO ARAGUAIA,063-98149-6978,-10.807716,-48.522774
EMPORIO DAS BEBIDA06,JORGE MONTEL QDR 118 LOTE 12,FORMOSO DO ARAGUAIA,063-99295-9768,-10.804927,-48.520912
X TUDO BURGUER GRILL,08 QUADRA 124 LOTE 10,FORMOSO DO ARAGUAIA,063-98459-3912,-10.807537,-48.521694
DISK BEBIDAS      03,JORGE MONTEL,FORMOSO DO ARAGUAIA,063-99258-9932,-10.806048,-48.52181
AVENIDA CONVENIENC01,JOAQUIM BATISTA DE OLIVEIRA,FORMOSO DO ARAGUAIA,063-99240-2284,-10.805976,-48.518247
BAR DA MARTINHA,MACHADO DE ASSIS,FORMOSO DO ARAGUAIA,063-98131-4820,-10.80827,-48.521842
ALO GRAU DIST,JORGE MONTEL C RUA 05,FORMOSO DO ARAGUAIA,063-99102-6228,-10.802711,-48.519198
BARAO DISTRIBUIDORA,8 SN QD 124 LT 10,FORMOSO DO ARAGUAIA,063-99228-0761,-10.807377,-48.52222
PEIXARIA COELHO   01,3 A SN QD6 LT 13,FORMOSO DO ARAGUAIA,063-98455-0624,-10.804261,-48.518634
SUPER MOURA IV,RIO FORMOSO 286 QDA 21 LT 13,FORMOSO DO ARAGUAIA,063-99304-3858,-10.802747,-48.528614
TROPYCAL SORVETERIA,10 08 QD 55 LT 04R,FORMOSO DO ARAGUAIA,063-98118-0955,-10.80319,-48.527704
GELADAO BEBIDAS,RIO FORMOSO ESQ C JOAQUIM DE OLIVEIRA,FORMOSO DO ARAGUAIA,063-98454-2642,-10.800771,-48.526921
MABIRA LANCHES 9,RIO FORMOSO ATRAS DA PAROQUIA,FORMOSO DO ARAGUAIA,063-99204-4568,-10.806085,-48.5308
MASTER SUPERMERCAD01,FORMOSO HENRIQUE COSTRO QD C2 45A,FORMOSO DO ARAGUAIA,063-03357-3169,-10.795425,-48.53978
MINI MERCADO MAYSA,12,FORMOSO DO ARAGUAIA,063-98438-1479,-10.798612,-48.528072
MERC BAR CENTRAL,RIO FORMOSO 626,FORMOSO DO ARAGUAIA,063-99226-2928,-10.805311,-48.53048
LANC E MERCEARIA HT,AV FERNANDO ENRIQUE CARDOSO,FORMOSO DO ARAGUAIA,063-99921-3459,-10.794537,-48.54203
JIRIPOCA HOTEL,AVENIDA RIO FORMOSO,FORMOSO DO ARAGUAIA,063-99983-1350,-10.80637,-48.531605
SORVETERIA CREME MEL,AV MANOEL BRANDAO ESQUINA COM RUA 11,FORMOSO DO ARAGUAIA,063-99963-1713,-10.802403,-48.525642
PIT DOG LANCHE,AV RIO FORMOSO,FORMOSO DO ARAGUAIA,063-98122-4607,-10.802344,-48.52794
KATITAS BAR,4,FORMOSO DO ARAGUAIA,063-03357-1145,-10.802371,-48.530167
MERCEARIA TROPICAL01,RUA 11,FORMOSO DO ARAGUAIA,063-33357-1167,-10.800652,-48.52817
LANCHES MOREIRA,4,FORMOSO DO ARAGUAIA,063-99228-4381,-10.801875,-48.5308
SUPER. ADRIANO 611,RIO FORMOSO,FORMOSO DO ARAGUAIA,063-98425-3169,-10.805786,-48.530094
BAR DO BOLINHA    01,AV FERNANDO HENRIQUE CARDOSO,FORMOSO DO ARAGUAIA,063-98474-6030,-10.795491,-48.539772
BAR DA VANUZA,AVENIDA ALFREDO CORREIA,FORMOSO DO ARAGUAIA,063-98451-2799,-10.805962,-48.530125
DITRIBUIDORA TA BOM,12 QD25 LT 04,FORMOSO DO ARAGUAIA,063-99995-7774,-10.79863,-48.52802
SUPERMERC ECONOMIC01,AV JK QD 20 LT 12,FORMOSO DO ARAGUAIA,063-98442-6053,-10.799292,-48.53073
SUARA LANCHES,14 CENTRO I QD 73 LOTE 09,FORMOSO DO ARAGUAIA,063-98500-7807,-10.80064,-48.524788
MERC E DIST RAMOS,RUA R01,FORMOSO DO ARAGUAIA,063-03357-1771,-10.803705,-48.534138
LANCH RODOVIAR 734,AVENIDA RIO FORMOSO SN,FORMOSO DO ARAGUAIA,063-99228-2450,-10.805153,-48.53053
SUPERMECADO MOURA I,AV JOAQUIM BATISTA DE OLIVEIRA QD 21 LT,FORMOSO DO ARAGUAIA,063-99115-1343,-10.79884,-48.52873
LIBERTY CLUBE,PERIMENTRAL QD 48 LOTE 04,FORMOSO DO ARAGUAIA,063-99268-9889,-10.799543,-48.525018
EMPORIO ADEGA,FERNANDO HENRIQUE CARDOSO 54 LT 43 QD A,FORMOSO DO ARAGUAIA,063-99272-8670,-10.795464,-48.539656
CONV CIDADE,AV RIO FORMOSO,FORMOSO DO ARAGUAIA,063-99276-9908,-10.805685,-48.531264
FERNANDA SILVA,08 QD 56 LT 03,FORMOSO DO ARAGUAIA,063-99965-0520,-10.802512,-48.528796
EMPORIO BOI FORMOSO,RIO FORMOSO QD 57 LT 12,FORMOSO DO ARAGUAIA,063-98435-0385,-10.804152,-48.529782
SUPER NOVO LAR    02,PERIMENTAL QD C1 SALA 1,FORMOSO DO ARAGUAIA,063-99255-1919,-10.802067,-48.530419
LANCH MISTURAMA,FORMOSO DO ARAGUAIA N 675,FORMOSO DO ARAGUAIA,063-99250-1956,-10.802504,-48.52834
SUPER NOVO LAR    03,PERIMENTAL QD C1 LT 6,FORMOSO DO ARAGUAIA,063-99255-1919,-10.802127,-48.530419
BAR DO BODAO,JORGE MONTEL QD 121 LT 9,FORMOSO DO ARAGUAIA,063-99127-2489,-10.807162,-48.522769
BAR BOA IDEIA     02,RUAPIAUI,PONTE ALTA DO TOCANTINS,063-99121-0835,-10.749961,-48.534038
DIST DO ALEX,RUA ESPERANCA CASA 1 908 LT 13,PONTE ALTA DO TOCANTINS,063-99247-8310,-10.754995,-48.531153
MERCEARIA DE EDGARD,4 SN,PINDORAMA DO TOCANTINS,063-99253-1948,-10.131394,-48.576351
BAR FERNANDES I,JOANA MEDEIROS II,PONTE ALTA DO TOCANTINS,063-09841-8392,-10.754723,-48.530556
SUP. DO LAR,AV 7 DE SETEMBRO 0,PINDORAMA DO TOCANTINS,063-99252-2313,-10.141226,-48.576085
QUITANDA CAMPINEIRA,AV PRIMAVEIRA DO LESTE,PONTE ALTA DO TOCANTINS,063-99255-0910,-10.752093,-48.531822
ESPETO GRILL,DR ALBENY FERRAZ MACHADO QDA 19 LT 3,PONTE ALTA DO TOCANTINS,063-98501-0789,-10.750627,-48.537148
BAR SANTOS        02,4 SN 0,PINDORAMA DO TOCANTINS,063-99237-9246,-10.136896,-48.57926
MERC NOSSA SENHORA,CAMBAUBA SN,PONTE ALTA DO TOCANTINS,063-99242-7894,-10.752744,-48.531773
MERCEARIA JJ,PRIMAVERA DO LESTE LT 08,PONTE ALTA DO TOCANTINS,063-98420-9174,-10.757341,-48.53084
BAR DO CESAR,ESPERANCA QDA 07 LOTE 02,PONTE ALTA DO TOCANTINS,063-98446-8717,-10.750277,-48.53614
BAR DO ADAILTON,LIBERALINA MASCARENHAS,PONTE ALTA DO TOCANTINS,063-98479-0892,-10.752222,-48.53528
MERCEARIA NOSSA SENH,AV CAMBAUBA,PONTE ALTA DO TOCANTINS,063-99128-2571,-10.752778,-48.531666
BAR E MERCEARIA DIAS,BOA VISTA QDE 07 LOTE 06A,PONTE ALTA DO TOCANTINS,063-98417-5978,-10.752105,-48.535313
MERCEARIA OLIVEIRA03,JOANA MEDEIROS SN QD 10 LOTE 07,PONTE ALTA DO TOCANTINS,063-99292-0518,-10.750458,-48.536236
COMETA SUPERMERCADO,RUA RESFRIADO QDA 3 LOTE 4 SALA 1,PONTE ALTA DO TOCANTINS,063-98472-4843,-10.75451,-48.53429
MINI BOX TIRUFO,CORONEL FRANCISCO LEOBAS,PONTE ALTA DO TOCANTINS,063-98459-8880,-10.752352,-48.533947
SUPERMERCADO BRASI02,FRANCISCO LEOBAS,PONTE ALTA DO TOCANTINS,063-98471-8959,-10.752318,-48.533875
DIST REAL BEBIDAS,PILAO D AGUA QDR 7 LT 14 SETOR SUL,PONTE ALTA DO TOCANTINS,063-98410-9662,-10.751533,-48.532854
SUP AVENIDA       02,PONTE ALTA DO TOCANTINS,PONTE ALTA DO TOCANTINS,063-99231-7595,-10.750188,-48.53556
PEREIRINHA DIST,WILSON RIBEIRO QDA 22 LT 16,PONTE ALTA DO TOCANTINS,063-98492-6240,-10.749065,-48.534407
QUIOSQUE DA PRACA 05,JOANA MEDEIROS 534,PONTE ALTA DO TOCANTINS,063-98487-0378,-10.753198,-48.535279
DIST 3 AMIGOS,PRIMAVERA DOLESTE72 QDR9 LT23,PONTE ALTA DO TOCANTINS,063-98424-4285,-10.754308,-48.531308
DIST MT 02,3 LOTE 01 QA Q,PONTE ALTA DO TOCANTINS,063-98511-2953,-10.757021,-48.530913
BOI NA BRASA,JOANA MEDEIROS SN,PONTE ALTA DO TOCANTINS,063-99264-0304,-10.75012,-48.536122
QUINTAL DU ZE,PRIMAVERA DO LESTE,PONTE ALTA DO TOCANTINS,063-99238-7855,-10.754782,-48.531251
DISTRIBUIDORA JM  01,28 DE OUTUBRO SN AG,PINDORAMA DO TOCANTINS,063-99211-4548,-10.138768,-48.577348
DISTRIBUIDORA LIDER,4 ESQUINA COM A 05,PINDORAMA DO TOCANTINS,062-99183-4255,-10.1365,-48.579945
COMERCIAL BELEM   01,28 DE OUTUBRO 10,PINDORAMA DO TOCANTINS,063-99250-6889,-10.136071,-48.58073
BOTECO DA AMIZADE,05 3351 LOTE 5,PINDORAMA DO TOCANTINS,063-99287-7121,-10.137662,-48.579556
FAZENDA VITORIA,VITORIA,PINDORAMA DO TOCANTINS,063-98402-6975,-10.105951,-48.594346
SUPERMERCADO SKINAO,6 SN,PINDORAMA DO TOCANTINS,063-99300-0549,-10.138771,-48.578611
SUPERMERCADO HS,28 DE OUTUBRO 23 SL 1,PINDORAMA DO TOCANTINS,063-99287-9584,-10.13944,-48.577726
FIM DE TARDE BAR  03,6 SN PIT DOG DA PRACA,PINDORAMA DO TOCANTINS,063-99281-4231,-10.1369,-48.579276
DIST JALAPAO      02,5 SN,PINDORAMA DO TOCANTINS,639-99113-9458,-10.138513,-48.577082
EMPORIO DA BREJA  03,4 QD 4 LT 6 SL 1,PINDORAMA DO TOCANTINS,063-99274-8720,-10.13295,-48.5776
DISTRIBUIDORA PRIM01,7 DE SETEMBRO 1,PINDORAMA DO TOCANTINS,063-99129-8776,-10.14145,-48.575895
PADARIA TIA ANGELINA,5,PINDORAMA DO TOCANTINS,063-99282-3577,-10.137865,-48.577525
ESPETINHO DO NEGUI01,4 QDA 85 LT 21 CS 2,PINDORAMA DO TOCANTINS,063-99202-0348,-10.131721,-48.576635
PIZZARIA LIMA,AV DR ALBENY FERRAZ MACHADO,PONTE ALTA DO TOCANTINS,063-98472-4243,-10.740497,-48.538889
DIST PEROLA       01,RUA DA CONCEICAO L10A Q 09,PONTE ALTA DO TOCANTINS,063-98436-3033,-10.749211,-48.536646
SABOR PONTEALTENSE,RUA MANOEL CAVALCANTE 772,PONTE ALTA DO TOCANTINS,063-98158-0507,-10.741206,-48.536257
JD COMERCIO,JOANA MEDEIROS 211,PONTE ALTA DO TOCANTINS,063-99269-2096,-10.742272,-48.537496
BAR DO J R,JOANA MEDEIROS1,PONTE ALTA DO TOCANTINS,063-98407-5406,-10.74031,-48.53511
BAR DO MARIO,PONTE ALTA,PONTE ALTA DO TOCANTINS,063-08407-7138,-10.74039,-48.53487
BAR DO BELECO,MANOEL MONTEIRO,PONTE ALTA DO TOCANTINS,063-98428-8020,-10.744825,-48.537865
SUPERM. JALAPAO,DO PESCADOR S N,PONTE ALTA DO TOCANTINS,063-98454-7637,-10.740463,-48.534767
DIST DE BEB BELEM,RODOVIARIA S N QD23 LT01 E 02,PONTE ALTA DO TOCANTINS,063-98461-1061,-10.748055,-48.53825
BAR RAMOS I,PALMAS N 35,PONTE ALTA DO TOCANTINS,063-98472-4583,-10.737367,-48.53471
BEM BOLADO BAR    01,BRASILIA CENTRO,PONTE ALTA DO TOCANTINS,063-98472-5043,-10.739578,-48.53431
RUFO SUPERMERCADO,MANOEL MONTEIRO N 532,PONTE ALTA DO TOCANTINS,063-98442-5744,-10.744638,-48.537083
BAR CAJUEIRO      01,CAFEZAL,PONTE ALTA DO TOCANTINS,063-08467-6036,-10.650537,-48.655693
FAVELLA BAR,AV PALMAS,PONTE ALTA DO TOCANTINS,063-98438-1777,-10.735278,-48.535
ROTA 255,JOANA MEDEIROS N 198,PONTE ALTA DO TOCANTINS,063-99101-2522,-10.730238,-48.536307
MERC E DIST TOP BEER,RUA MANOEL CAVALCANTE,PONTE ALTA DO TOCANTINS,063-98478-0923,-10.741111,-48.536667
SACOLAO POPULAR,AV JOANA MEDEIROS,PONTE ALTA DO TOCANTINS,063-08472-9268,-10.743662,-48.53738
COM ECONOMICO,CAPITAO MASCARENHAS S/N,PONTE ALTA DO TOCANTINS,063-08400-4160,-10.744625,-48.53674
MINE MERC VAREJISTA,1 QDA 02 LOTE 6,PONTE ALTA DO TOCANTINS,063-98442-9404,-10.747053,-48.533234
BAR E REST BEIRA RIO,MANOEL CAVALCANTE,PONTE ALTA DO TOCANTINS,063-98454-7217,-10.741117,-48.53633
POUSADA COELHO,MANOEL MONTEIRO SN,PONTE ALTA DO TOCANTINS,063-98433-6329,-10.744563,-48.538082
TAMBURIL BAR E RESTA,AVENIDA JOANA MEDEIROS N 198 SALA 02,PONTE ALTA DO TOCANTINS,063-98467-8049,-10.741944,-48.5375
POUSADA DA PRACA,PONTE ALTA DO TOCANTINS,PONTE ALTA DO TOCANTINS,063-99277-1092,-10.72392,-48.537228
EMPORIO TOCANTINS,JOANA MEDEIROS 67,PONTE ALTA DO TOCANTINS,063-98463-3798,-10.74075,-48.537727
WKM LANCHES,DA LARANGEIRA,PONTE ALTA DO TOCANTINS,063-98478-0275,-10.74049,-48.532243
BAR E DIST DO NOE,PONTE ALTA QDA 10 LT 01,PONTE ALTA DO TOCANTINS,063-99225-1623,-10.740578,-48.535004
BAR DA BAIXINHA,PONTE ALTA 0 SN,PONTE ALTA DO TOCANTINS,063-98428-4414,-10.740351,-48.534518
SORVETERIA GLORIA,DOS BURITIS QDA 20 LT 08,PONTE ALTA DO TOCANTINS,063-98452-0998,-10.740338,-48.53507
RECANTO VERDE,TO255 SENTIDOPONTE PORTO KM5,PONTE ALTA DO TOCANTINS,063-98459-0663,-10.690413,-48.552411
LANCH JALAPAO,DR ALBENY F MACHADO QX LT 07,PONTE ALTA DO TOCANTINS,063-98471-8574,-10.745158,-48.53801
TOUR JALAPA,LIBERALINA MASCARENHAS SN,PONTE ALTA DO TOCANTINS,063-98489-4789,-10.727146,-48.537148
DIST DA CONCEICAO,DAS LARANJEIRAS 87,PONTE ALTA DO TOCANTINS,063-99233-9495,-10.741929,-48.531733
DIST NILZAA,4 SN PROXIMO AO SUPER JALAPAO,PONTE ALTA DO TOCANTINS,063-99244-9651,-10.739268,-48.533432
BAR DA SIDA       01,PARANA 0 QD 22 LT 06 CS 02,PONTE ALTA DO TOCANTINS,063-99110-8612,-10.738318,-48.53149
SALAO DO CARECA,PALMAS SN N 53,PONTE ALTA DO TOCANTINS,063-98436-0685,-10.738542,-48.535245
BAR VELHO CHICO,JOANA MEDEIROS N 531,PONTE ALTA DO TOCANTINS,063-98461-0261,-10.744625,-48.537033
BAR DO MARQUINHO  01,46216,PORTO NACIONAL,063-99293-5784,-10.724295,-48.4124
BAR PORTO SEG V,30 QDA 07 LOTE 232,PORTO NACIONAL,063-98479-0324,-10.740005,-48.40261
MINI BOX DO KALANGO,RUA 07 SN QUADRA 227 LOTE 15 SETOR IMPER,PORTO NACIONAL,063-98464-6342,-10.737223,-48.40333
BAR DO DOZIM,AV CEL JOAO AIRES JOCA QD 41 LT 06,PORTO NACIONAL,063-98402-5372,-10.721111,-48.413055
MERC E DIST A2,AIRES JOCA,PORTO NACIONAL,063-98404-4865,-10.728611,-48.41028
PREMIUM DIST DE BEBI,12 QD 13 LOTE 13,PORTO NACIONAL,063-98469-9174,-10.731667,-48.409443
MERCEARIA ESTRELA,07 DE SETEMBRO,PORTO NACIONAL,063-98404-3520,-10.682595,-48.53812
CONV IMPERIAL,AIRES JOCA QUDRA 261 LOTE 05,PORTO NACIONAL,063-98486-6990,-10.733889,-48.407776
SUP E DIST COELHO,JOAO AIRIS JOCA SALAS A B,PORTO NACIONAL,063-98403-4939,-10.720603,-48.41322
BAR LAUDILENE,14 QUADRA 24 LOTE 03,PORTO NACIONAL,063-98453-2604,-10.734331,-48.405105
COM. CATINHO DO LAR,L 11 QUADRA 23 LOTE 01,PORTO NACIONAL,063-98457-9609,-10.728922,-48.41153
JL DISTRIBUIDORA,03 QD242 LOTE 12,PORTO NACIONAL,063-99223-6167,-10.736548,-48.405098
MERCEARIA SANTANA,07 DE SETEMBRO SN,PORTO NACIONAL,063-98446-4036,-10.682335,-48.53951
BAR E DIST SULA,13 DE JULHO QDA 269 LT 22,PORTO NACIONAL,063-98452-6968,-10.723871,-48.412334
MOURA CONV E REST,AIRES JOCASN,PORTO NACIONAL,063-98404-7281,-10.734722,-48.406944
SUPERMERCADO JUNIOR,RUA AIRES JOCA 359 QUADRA 03 LOTE 01,PORTO NACIONAL,063-99236-6169,-10.73131,-48.40902
GPS DISTRIBUIDORA,HIDELBRANDO RODRIGUES,PORTO NACIONAL,063-99217-0297,-10.720023,-48.41464
MERCADO MESSIAS,1 E LOTE 7,PORTO NACIONAL,063-98441-7678,-10.729593,-48.410934
VB EMPREENDIMENTOS,PRINCIPAL LT 52 CASA 02,PORTO NACIONAL,044-99836-3843,-10.747991,-48.459485
BAR MERC DO VAVA,C LOTE 148 N 148,PORTO NACIONAL,063-99971-6835,-10.720555,-48.413334
MERCEARIA AGUIA,7 DE SETEMBRO SALA A,PORTO NACIONAL,063-98469-2462,-10.682878,-48.536828
DIST NACIONAL,AIRES JOCA,PORTO NACIONAL,063-99105-4574,-10.719957,-48.41348
A2 BEBIDAS,CEL JOAO AIRES JOCA QDA 06 LT 1353,PORTO NACIONAL,063-98476-6500,-10.728333,-48.41028
CONV POST VASCONCELO,AIRES JOCA QD 2887 LT 13,PORTO NACIONAL,063-98432-7501,-10.721162,-48.41328
BAR SOL E LUA     03,JOAO PIRES QUERIDO,PORTO NACIONAL,063-98466-9623,-10.718333,-48.413612
BAR DO NENEM,ENGENHEIRO LUIZ CRUZ,PORTO NACIONAL,063-98441-5864,-10.7175,-48.413612
SUPERMERCA RODRIGUES,AIRES JOCA 819,PORTO NACIONAL,063-99135-2164,-10.731695,-48.408836
PEG PAG BRASIL    02,JOAO PIRES QUERIDO QD 29 LT 18,PORTO NACIONAL,063-98427-7925,-10.718289,-48.41398
AQUARELA BAR,JOSE BONIFACIO QDA 266 LT 14,PORTO NACIONAL,063-98426-3841,-10.732431,-48.40985
ESPETINHO DA JUDITE,L 3 QDA 18 LT 06,PORTO NACIONAL,063-98403-6866,-10.731621,-48.411015
SUPERMERCADO DONA MA,AIRES JOCA QDA 11 LT 03,PORTO NACIONAL,063-98425-0338,-10.720601,-48.413204
CHURRAS E MEC TATU,J K SALA 1 E 2,PORTO NACIONAL,063-98434-8781,-10.71895,-48.41226
SUPERMERCADO JOIA 01,AIRES JOCA,PORTO NACIONAL,063-99222-3811,-10.722371,-48.412491
VALLENTINA DIST,14 QD 238 LT 12,PORTO NACIONAL,063-98460-0157,-10.733968,-48.405197
SUPER SAO JOSE,PRINCIPAL SN LT 4,PORTO NACIONAL,063-99129-8036,-10.747313,-48.458846
DISTR OREINHA,NOVA PINHEIROPOLIS,PORTO NACIONAL,063-99208-3671,-10.747628,-48.455043
DISTRIBUIDORA J E E,7 DE SETEMBRO N 0,PORTO NACIONAL,063-99215-6061,-10.682975,-48.536801
RANCHO URUBU,MORRINHOS DO LAGO SN,PORTO NACIONAL,063-98516-2069,-10.707287,-48.410902
DISTR DA DARLENE,16 DE NOVEMBRO,PORTO NACIONAL,063-99935-3425,-10.683106,-48.538865
LORRAINE MELO,12 DE OUTUBRO,PORTO NACIONAL,063-99111-4913,-10.684562,-48.538682
MINI BOX ACAI,K 0 LOTE AC 19,PORTO NACIONAL,063-98426-8978,-10.748643,-48.458398
BAR DO ANJIM,15 DE NOVEMBRO SN,PORTO NACIONAL,063-98487-7032,-10.683536,-48.534745
DARCI BEER,JOSE BONIFACIO QD 266,PORTO NACIONAL,063-98518-0299,-10.732376,-48.409997
STOK DISTRI E CONVEN,AV CONGONHAS N 0 QD 30 LT 01,PORTO NACIONAL,063-99131-5584,-10.713536,-48.388005
AMENDOAS BAR V,RUA 06 QD 17 LOTE 03,PORTO NACIONAL,063-99231-4289,-10.73557,-48.386288
PIZZA E PIZZA,PERIMETRAL QDA 48 LOTE 2,PORTO NACIONAL,063-99232-6633,-10.727408,-48.393696
DIST DE BEB RIBEIRO,SERGIPE QDA 24 LT 12,PORTO NACIONAL,063-98412-0204,-10.72182,-48.39483
DIST DO RAIMUNDO,IPE SN QUADRA 15 LOTE 16,PORTO NACIONAL,063-99263-9276,-10.716666,-48.386112
BAR DO ZACARIAS,RUA 08 QUADRA 03 LOTE 08,PORTO NACIONAL,063-98429-7588,-10.733619,-48.38651
BAR PALESTINA,PALESTINA,PORTO NACIONAL,063-99214-6010,-10.716412,-48.38543
DIST SANTA FE     01,20 SN QDA 05 LOTE 02,PORTO NACIONAL,063-98461-7154,-10.731486,-48.38702
BAR DO DOMINGO,RUA GUANABARA QD 9 LT 08,PORTO NACIONAL,063-99229-8034,-10.718611,-48.392776
BAR DO NEGOLORO,11 QUADRA 41 LOTE 01,PORTO NACIONAL,063-99244-8949,-10.723456,-48.39414
SUPR FAVORITO,SANTOS DUMONT QUADRA 33 LOTE 11,PORTO NACIONAL,063-99276-3795,-10.715569,-48.385757
SUPERMERCADO ACAI,MACEIO ESQ COM RUA 11,PORTO NACIONAL,063-98426-8978,-10.723748,-48.394962
DIST BEBA MAIS,PERIMENTAL N75 QUADRA7 LT1,PORTO NACIONAL,063-98441-0717,-10.72311,-48.385178
DIST E CONV DONA MAR,SERGIPE 1455,PORTO NACIONAL,063-98435-1105,-10.718396,-48.394413
SUPER DONA MARIA,SERGIPE QD 15 LT 12,PORTO NACIONAL,063-99292-5976,-10.719023,-48.394257
MINI BOX SAO FRANC,T 02 QD 02 LT 02,PORTO NACIONAL,063-99203-9833,-10.722765,-48.38546
PEG PAG DO NENEM  01,12 QDA 03 LOTE 03,PORTO NACIONAL,063-99104-4553,-10.733414,-48.38599
MINI BOX DIST PONTO,PALESTINA NOVO PLANALTO,PORTO NACIONAL,063-99279-2779,-10.714537,-48.391712
SUP COELHO 2,PARQUE ELDORADO QDA 14 LOTE 24 SALA B,PORTO NACIONAL,063-98403-4939,-10.733434,-48.385877
SUPERMERCADO GOMES,CONTORNO SN QDA 21 LOTE 12,PORTO NACIONAL,063-99284-7634,-10.731965,-48.386227
DIST ESP DO LUCAS,SERGIPE QDA 24 LOTE 16 SN,PORTO NACIONAL,063-99288-7976,-10.718137,-48.391749
BAR DO DORIN,6 QD 17 LOTE 01,PORTO NACIONAL,063-99260-8340,-10.735454,-48.386242
SUP CATARINENSE   02,MACEIO RUA 11 QD43 LT1,PORTO NACIONAL,063-98426-4766,-10.723742,-48.39496
LUCAS DISTRIBUIDORA,59 QUADRA 05 LOTE 10,PORTO NACIONAL,063-99261-7073,-10.732778,-48.386665
CARVALHO BAR,04 PADRE LUSO QDA 07 LT 22,PORTO NACIONAL,063-98407-9134,-10.734957,-48.384766
BAR JOANICY,GRANVILLE LT 20 QUADRA 03,PORTO NACIONAL,063-98463-9591,-10.7225,-48.3924
BAR DO ROBSON,ARATICUM QDA 02 LOTE 35,PORTO NACIONAL,063-99225-1830,-10.716205,-48.389473
SUPER SAO FRANCISC01,T 02 QDA 02 LOTE 02 SN,PORTO NACIONAL,063-98405-0605,-10.723001,-48.385315
SUP PORTIGUA,RECIFE QDA 32 LT 03,PORTO NACIONAL,063-09954-2550,-10.721532,-48.395725
DIST POINT BEER   01,PALESTINA,PORTO NACIONAL,063-99233-6871,-10.715394,-48.388847
JARDINS MINI MERCADO,JATOBAS LT 43 QDA 14,PORTO NACIONAL,063-99262-4296,-10.718704,-48.384212
CR DISTRIBUIDORA,MACEIO,PORTO NACIONAL,063-99101-6283,-10.722922,-48.39523
ESPETINHO DO PEDRO,SERGIPE QDA 11 LOTE 08,PORTO NACIONAL,063-99117-6418,-10.718715,-48.394554
LOUNGE BEER,SUCUPIRA QDA 10 LT 14,PORTO NACIONAL,063-98437-8703,-10.718658,-48.384872
SUPER AEROPORTO,CONGONHAS QD 26 LT 10,PORTO NACIONAL,063-98423-3347,-10.712493,-48.389992
ESPETINHO DO DIEGO,PERIMENTAL QD 28 LT L3,PORTO NACIONAL,063-99239-2898,-10.721705,-48.389733
MERCEARI VALE DO SOL,02 QD 01 LT 19,PORTO NACIONAL,063-99210-9978,-10.721932,-48.385423
DIST ADEGA BAR,33 SN QD 111 LT 14,PORTO NACIONAL,063-98404-8161,-10.728677,-48.397608
SUPER BELMIRO,08 SE QD 18 LT 20 N 262,PORTO NACIONAL,063-98451-4990,-10.724694,-48.385022
DIST REAL MIX,07 QD 18 LT 11,PORTO NACIONAL,063-99100-3321,-10.733378,-48.385954
DISTRIBUIDORA ONLINE,MESTRE ADELINO GONCALVES QD12 LT29,PORTO NACIONAL,063-98400-1765,-10.707202,-48.409164
DEUSDETE DE OLIVEIRA,RUA AIRES JOCA NUMERO 1752,PORTO NACIONAL,063-98403-3584,-10.708729,-48.41511
BAR DO ROLANO,AVENIDA SAO PAULO 2175,PORTO NACIONAL,063-98436-5742,-10.705277,-48.399445
MEGA SUPERMERCADO,R LUIZ LEITE RIBEIRO N 86,PORTO NACIONAL,063-99935-2525,-10.705769,-48.406292
THANAPA,MERCADO MUNICIPAL N 988,PORTO NACIONAL,063-03363-5059,-10.706888,-48.41034
ZACARAIAS BAR,ENG. LUIZ CRUZ N 957,PORTO NACIONAL,063-98403-0267,-10.716853,-48.409755
SUP SOCIEDADE,GOIAS QUADRA 07 LOTE 10,PORTO NACIONAL,063-08445-7176,-10.704061,-48.401222
MERCEARIA DO MARIO,GUARANI QUADRA 15 LOTE 10,PORTO NACIONAL,063-99262-1478,-10.704499,-48.398735
MERCEARIA DO ROMILDO,MINAS GERAIS QUADRA 01 LOTE 01,PORTO NACIONAL,063-98479-7884,-10.707082,-48.398697
CHURRASCARIA PENTA,IBANES AIRES QUADRA E LOTE 02,PORTO NACIONAL,063-99251-8267,-10.710426,-48.406868
BAR DA TIA BENE,JOSE PEREIRA DE MSACEDO,PORTO NACIONAL,063-03363-2470,-10.704028,-48.407574
SUPER BOX J.M.,MANOEL JOSE PEDREIRA QD K LOTE,PORTO NACIONAL,063-98415-0003,-10.708525,-48.403282
MINI BOX JULIANA,JOSE PEREIRA DA SILVA,PORTO NACIONAL,063-98415-7798,-10.71435,-48.41456
WD DISTRIBUIDORA,ASSOCIACAO RURAL 1907,PORTO NACIONAL,063-98421-5123,-10.705833,-48.403057
MERC CONTERRANEO,PRACA DO MERCADO NOVO QUADRA 12 LOTE 12,PORTO NACIONAL,063-98517-6513,-10.706799,-48.409798
DIST E MERC DO TEO,GUARANI CASA 02 QD 19 LOTE 01,PORTO NACIONAL,063-98426-5470,-10.704166,-48.398613
IRMAO UNIDOS,AIRES JOCA,PORTO NACIONAL,063-99225-5741,-10.713021,-48.414738
